SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0005513,Chitty Rd/Clackline,Chitty Rd / Clackline,Mine,Openpit,Operating,J02084,Bakers Hill / Clackline,116.499802000000003,-31.714279000000001,452607,6491124,50,Aggc Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20191210
S0005514,Old Coast Rd Lot 2711/WA Lmst,Old Coast Rd Lot 2711 Herron / WA Limestone,Mine,Openpit,Operating,J02085,Lake Clifton / WA Limestone,115.672691000000000,-32.765382000000002,375677,6373943,50,Lst Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"MANDURAH, CITY OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0005516,Mandurah Rd Lot 9003/Italia,Mandurah Rd Lot 9003 Lakelands / Italia,Mine,Openpit,Operating,J02087,Mandurah / Italia,115.768861000000001,-32.459102000000001,384291,6408007,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"MANDURAH, CITY OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0005518,O Brien Rd,Gidgegannup - O Brien Rd,Mine,Openpit,Operating,J02089,Gidgegannup North,116.125000000000000,-31.766821000000000,417141,6485076,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0005519,Jenkins Rd/Congiu,Bullsbrook - Jenkins Rd / Congiu,Mine,Openpit,Operating,J02090,Bullsbrook / Congiu,116.045897999999994,-31.614120000000000,409502,6501939,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0005523,Clackline/Hanson,Clackline / Hanson,Mine,Openpit,Operating,J02092,Clackline Sand / Hanson,116.502133000000001,-31.700056000000000,452821,6492702,50,Sd Sisd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2234,NORTHAM,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20191210
S0005524,Northam-Toodyay Rd Lot 102/Smart,Northam-Toodyay Rd Lot 102 Katrine / Smart,Mine,Openpit,Operating,J02093,Northam / Smart,116.548591999999999,-31.637492999999999,457195,6499656,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2234,NORTHAM,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20191210
S0005526,Kwolyinine/Borgas,Kwolyinine Hill / Borgas,Mine,Openpit,Operating,J02095,Kwolyinine / Borgas,116.408400999999998,-31.784289999999999,443989,6483321,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20191210
S0005532,Lilydale Rd/City of Swan,Lilydale Rd / City of Swan,Mine,Openpit,Operating,J02099,Gidgegannup / City of Swan,116.235298000000000,-31.800871000000001,427613,6481381,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0005534,Mt Dick,Mt Dick / Smith,Mine,Openpit,Operating,J02101,Mt Dick / Smith,116.704200999999998,-31.580428999999999,471933,6506031,50,Gvl Aggc,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2234,NORTHAM,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20191210
S0005535,Katrine Rd/Bushell,Katrine Rd / Bushell,Mine,Openpit,Operating,J02102,Northam / Bushell,116.626998999999998,-31.627081000000000,464626,6500837,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2234,NORTHAM,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20191210
S0005536,Spencers Brk Rd/IAMA,Spencers Brook Rd / IAMA,Mine,Openpit,Operating,J02103,Northam / Iama,116.666397000000003,-31.722090000000001,468394,6490319,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2234,NORTHAM,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20191210
S0005537,Dawesville/WA Lmst,Dawesville / WA Limestone,Mine,Openpit,Operating,J02104,Dawesville / WA Limestone,115.646202000000002,-32.657119999999999,373042,6385914,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"MANDURAH, CITY OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0005545,Tims Thicket,Tims Thicket Rd / City,Mine,Openpit,Operating,J02109,Mandurah / City of Mandurah,115.621902000000006,-32.651192000000002,370754,6386542,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"MANDURAH, CITY OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0005546,Zone 19,Plutonic Zone 19 and Zone 550 - Baltic,Mine,Decline,Operating,J00417,Plutonic Gold,119.442595999999995,-25.293248999999999,745941,7200340,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2747,THREE RIVERS,SG50-08,PEAK HILL,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Eastern Goldfields Superterrane,20191210
S0005548,S Estuary Rd,Southern Estuary Rd / McKay,Mine,Openpit,Operating,J02111,Lake Clifton / McKay,115.677597000000006,-32.775149999999996,376149,6372865,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"MANDURAH, CITY OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0005549,Dumbarton Rd/Tolarno,Dumbarton Rd / Tolarno,Mine,Openpit,Operating,J02112,Northam / Tolarno,116.588402000000002,-31.577069999999999,460944,6506367,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2234,NORTHAM,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20191210
S0005550,Toodyay Rd /Poggiolo,Toodyay Rd Gidgegannup / Poggiolo,Mine,Openpit,Operating,J02113,Gidgegannup / Poggiolo,116.239549999999994,-31.771834999999999,427993,6484603,50,Agg,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,South West Terrane,20191210
S0005595,Langey Crossing South/Connolly,Langey Crossing South / Connolly,Mine,Openpit,Operating,J02120,Langey Crossing South / Connolly,123.567902000000004,-17.690249999999999,560224,8043993,51,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3662,YEEDA,SE51-07,DERBY,"DERBY-WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20191210
S0005606,Wellard-Woolcoot Rd,Wellard - Woolcoot Rd,Mine,Openpit,Operating,J02122,Wellard - Woolcoot Road,115.866996999999998,-32.261279999999999,393283,6430039,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0005609,Abercrombie Rd East/WA Lmst,Postans - Abercrombie Rd East / WA Limestone,Mine,Openpit,Operating,J01602,Postans - Abercrombie Rd / WA Limestone,115.809194000000005,-32.213369999999998,387779,6435291,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0005666,Golden Eagle,Golden Eagle Main,Mine,Openpit,Operating,J01913,Nullagine / Millennium,120.120498999999995,-21.967119000000000,202616,7568016,51,Au Ag,Precious metal,GOLD,Golden Eagle,N,,Y,,Operating Mine,Public,2954,NULLAGINE,SF51-05,NULLAGINE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",46,NULLAGINE,Mosquito Creek Basin,20191210
S0005670,Logans Sand,Logans Sand / Cybora,Mine,Openpit,Operating,J02137,Logans Sand and Gold / Cybora,121.425529999999995,-31.378830000000001,350280,6527342,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3135,YILMIA,SH51-13,BOORABBIN,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20191210
S0005671,Bugeye,Bugeye,Mine,Openpit,Operating,J01075,Golden Dragon,116.960459000000000,-28.988623000000000,496148,6793274,50,Au Ag,Precious metal,GOLD,Bugeye,N,,Y,,Operating Mine,Public,2240,BADJA,SH50-02,YALGOO,"YALGOO, SHIRE OF","MID-WEST, Development Region",59,YALGOO M.F.,Youanmi Terrane,20191210
S0005694,Myarra S,Huntly - Myarra South,Mine,Openpit,Operating,J00779,Wagerup-Pinjarra / Alcoa,116.059470000000005,-32.498088000000003,411644,6403963,50,Bx,Alumina,BAUXITE - ALUMINA,,N,,,,,Public,2133,JARRAHDALE,SI50-02,PINJARRA,"MURRAY, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0005724,Ewington 2,Ewington 2,Mine,Openpit,Operating,J01096,Collie / Lanco,116.259842000000006,-33.354604000000002,431135,6309156,50,Coal,Energy,COAL,Ewington,N,,Y,,Operating Mine,Public,2131,COLLIE,SI50-06,COLLIE,"COLLIE, SHIRE OF","SOUTH WEST, Development Region",12,COLLIE RIVER M.F.,Collie Sub-basin,20191210
S0005786,White Foil,White Foil,Mine,Openpit,Operating,J04814,Mungari / Evolution,121.250602999999998,-30.773726000000000,332586,6594167,51,Au Ag,Precious metal,GOLD,White Foil,N,,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20191210
S0005806,Coolimba Limesand/Yarra Sand,Coolimba Limesand / Yarra Sand,Mine,Openpit,Operating,J02170,Coolimba Limesand,114.984889999999993,-29.826120000000000,305289,6698778,50,Lsd Lst-Lsd Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1838,BEAGLE ISLANDS,SH50-05,DONGARA,"CARNAMAH, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Beagle Ridge,20191210
S0005816,Flynn Drive/Carramar,Flynn Drive Neerabup / Carramar Sand,Mine,Openpit,Operating,J02171,Flynn Drive Neerabup / Carramar Sand,115.802802999999997,-31.683700999999999,386528,6494000,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0005837,Golden Wings,Golden Wings,Mine,Openpit,Operating,J02013,Dalgaranga - Gilbeys,117.295897999999994,-27.821173000000002,529141,6922572,50,Au,Precious metal,GOLD,Golden Wings,N,,Y,,Operating Mine,Public,2342,DALGARANGA,SG50-15,CUE,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",59,YALGOO M.F.,Yilgarn Craton granites,20191210
S0005841,Centenary,Centenary - Oval,Mine,Decline,Operating,J00082,Darlot,121.285769000000002,-27.886146000000000,331261,6914229,51,Au Ag,Precious metal,GOLD,Centenary,N,,Y,,Operating Mine,Public,3142,DARLOT,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20191210
S0005842,New Holland S UG,New Holland South Underground,Mine,Decline,Operating,J00098,Agnew - Emu,120.497377999999998,-27.985018000000000,253858,6901934,51,Au Ag,Precious metal,GOLD,Lawlers,N,,Y,,Operating Mine,Public,2942,DEPOT SPRINGS,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Yilgarn Craton,20191210
S0006420,HD1 Flat Top,Hope Downs 1 Flat Top,Mine,Openpit,Operating,J00685,Hope Downs Joint Venture,119.117964000000001,-22.959205999999998,717152,7459430,50,Fe,Iron,IRON ORE,Hope Downs 1,N,,Y,,Operating Mine,Public,2752,WEELI WOLLI,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20191210
S0006424,Coyle Rd Lot 1304,Byford - Coyle Road Lot 1304,Mine,Openpit,Operating,J02219,Byford - Coyle Rd / NLG Sands,115.892482999999999,-32.255329000000003,395677,6430724,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"SERPENTINE-JARRAHDALE, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0006427,Exmouth Lst/Alcoa,Exmouth Limestone / Alcoa,Mine,Openpit,Operating,J02221,Exmouth Limestone / Alcoa,114.093789000000001,-21.993691999999999,199912,7565019,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1754,EXMOUTH,SF50-05,ONSLOW,"EXMOUTH, SHIRE OF","GASCOYNE, Development Region",8,ASHBURTON M.F.,Exmouth Sub-basin,20191210
S0006447,Cawse Sand-Gravel North 1,Cawse Sand-Gravel North 1,Mine,Openpit,Operating,J01891,Cawse / Scorpion,121.221763999999993,-30.397473999999999,329167,6635828,51,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3137,BARDOC,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",24,BROAD ARROW M.F.,Yilgarn Craton granites,20191210
S0006471,Wesco Rd (Sublease 2&3)/Italia,Wesco Rd - Nowergup (Subleases 2 & 3) / Italia,Mine,Openpit,Operating,J02240,Wesco Rd - Nowergup / Italia - Roadstone,115.766209000000003,-31.643998000000000,383010,6498362,50,Dst Lst Agg,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0006485,Windarra Calcrete,Windarra Calcrete (PACW),Mine,Openpit,Operating,J02291,Mt Zephyr Calcrete,122.120114999999998,-28.486072000000000,413877,6848636,51,Cali CaO Lst,Industrial mineral,LIMESTONE - LIMESAND,Windarra,Y,Cali CaO Lst,Y,,Operating Mine,Public,3341,MOUNT VARDEN,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Yilgarn Craton granites,20191210
S0006491,Quarry Rd Lot 202 Minigin,Quarry Rd Lot 202 Minigin,Mine,Openpit,Operating,J02245,Quarry Rd Narrogin,117.109538000000001,-32.939852000000002,510239,6355375,50,Agg Dlt,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2332,NARROGIN,SI50-03,CORRIGIN,"NARROGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Widgiemooltha Large Igneous Province,20191210
S0006504,Rosemont,Rosemont,Mine,Openpit,Operating,J00009,Duketon / Regis Resources,122.274529999999999,-27.838985000000001,428563,6920423,51,Au Ag,Precious metal,GOLD,Rosemont,N,,Y,,Operating Mine,Public,3342,DUKETON,SG51-14,DUKETON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Eastern Goldfields Superterrane,20191210
S0006515,Hawkeye,Hawkeye,Mine,Openpit,Operating,J02253,Hermes Gold,118.908302000000006,-25.581786999999998,691672,7169251,50,Au,Precious metal,GOLD,,N,,,,,Public,2646,BRYAH,SG50-08,PEAK HILL,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Yilgarn Craton granites,20191210
S0006516,Trapper,Trapper,Mine,Openpit,Operating,J02253,Hermes Gold,118.910027999999997,-25.584509000000001,691841,7168947,50,Au,Precious metal,GOLD,,N,,,,,Public,2646,BRYAH,SG50-08,PEAK HILL,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Yilgarn Craton granites,20191210
S0006538,Mandogalup Rd Lot 501/NE Equity,Mandogalup Road Lot 501 Mandogalup / NE Equity,Mine,Openpit,Operating,J02264,Mandogalup Road / North East Equity Pty Ltd,115.836831000000004,-32.182575000000000,390347,6438734,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0006551,Postans Rd/Stoneridge,Postans Road / Stoneridge,Mine,Openpit,Operating,J02266,Postans / Stoneridge,115.807177999999993,-32.181950999999998,387551,6438773,50,Lst Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0006557,Karafil,Karafil,Mine,Openpit,Operating,J00776,Worsley,116.424417000000005,-32.910145000000000,446177,6358527,50,Bx,Alumina,BAUXITE - ALUMINA,,N,,Y,,Operating Mine,Public,2132,DWELLINGUP,SI50-02,PINJARRA,"BODDINGTON, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,South West Terrane,20191210
S0006569,Anchor-Zeta,Anchor - Zeta,Mine,Openpit,Under Development,J00009,Duketon / Regis Resources,122.347530000000006,-27.672218000000001,435653,6938936,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3342,DUKETON,SG51-14,DUKETON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Burtville Terrane,20191210
S0006595,Rowley Road Lot 10 Mandogalup,Rowley Road Lot 10 Mandogalup,Mine,Openpit,Operating,J05430,Frankland Park Sand,115.839544000000004,-32.185268000000001,390606,6438438,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0006621,Sunrise Dam Underground,Sunrise Dam Underground,Mine,Decline,Operating,J01703,Sunrise Dam,122.419353000000001,-29.079405000000001,443488,6783078,51,Au Ag As,Precious metal,GOLD,Sunrise Dam,N,,Y,,Operating Mine,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0006640,MMN 1,Mt Marion North Pit 1 (N01),Mine,Openpit,Operating,J02285,Mt Marion Lithium,121.461471000000003,-31.073596999999999,353227,6561224,51,Li Ta Mica Spd,Speciality metal,TIN - TANTALUM - LITHIUM,,N,,,,,Public,3135,YILMIA,SH51-13,BOORABBIN,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20191210
S0006651,Zone 124,Plutonic Zone 124,Mine,Decline,Operating,J00417,Plutonic Gold,119.442299000000006,-25.301960000000001,745893,7199375,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2747,THREE RIVERS,SG50-08,PEAK HILL,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Yilgarn Craton granites,20191210
S0006652,Plutonic NW,Plutonic Northwest,Mine,Decline,Operating,J00417,Plutonic Gold,119.438004000000006,-25.314529000000000,745435,7197990,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2747,THREE RIVERS,SG50-08,PEAK HILL,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Eastern Goldfields Superterrane,20191210
S0006664,Fitzroy River Sand/Carthy,Fitzroy River Sand / Carthy,Mine,Openpit,Operating,J02295,Fitzroy River - Willare / Carthy,123.643203999999997,-17.723699000000000,568198,8040266,51,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3662,YEEDA,SE51-07,DERBY,"DERBY-WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20191210
S0006668,The Mount,The Mount,Mine,Decline,Operating,J01339,The Mount,121.569469999999995,-31.528303999999999,364185,6510960,51,Au Ag,Precious metal,GOLD,The Mount,N,,Y,,Operating Mine,Public,3234,COWAN,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20191210
S0006691,Fitzroy Crossing North/Ramirez,Fitzroy Crossing North / Ramirez,Mine,Openpit,Operating,J02304,Fitzroy Crossing / Ramirez,125.585565000000003,-18.191998000000002,773492,7986645,51,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4061,FITZROY CROSSING,SE51-12,NOONKANBAH,"DERBY-WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Lennard Shelf,20191210
S0006727,Beta Hunt,Beta Hunt Surface Gold,Mine,Openpit,Operating,J00178,Kambalda - St Ives,121.696798999999999,-31.246434000000001,375905,6542354,51,Au Ag,Precious metal,GOLD,,N,,Y,,Operating Mine,Public,3235,LAKE LEFROY,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20191210
S0006746,Starlight UG,Starlight Underground,Mine,Decline,Operating,J00109,Fortnum,118.358497999999997,-25.321898999999998,636734,7198714,50,Au Ag,Precious metal,GOLD,Starlight-Fortnum,N,,Y,,Operating Mine,Public,2547,MILGUN,SG50-07,ROBINSON RANGE,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Bryah Basin,20191210
S0016661,Kununurra 2/JSW,Kununurra 2 / JSW,Mine,Openpit,Operating,J00842,Kununurra / JSW,128.603230999999994,-15.771165000000000,457501,8256337,52,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4666,KUNUNURRA,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Speewah Basin,20191210
S0016708,Roebuck Plains/Connolly,Roebuck Plains / Connolly,Mine,Openpit,Operating,J02347,Roebuck Plains / Connolly,122.699290000000005,-17.818429999999999,468134,8029877,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3462,LAKE EDA,SE51-06,BROOME,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20191210
S0016736,Milky Way,Milky Way,Mine,Openpit,Operating,J00156,Mt Magnet,117.788887000000003,-28.053322000000001,577528,6896640,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2441,MOUNT MAGNET,SH50-03,KIRKALOCKA,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",58,MT. MAGNET,Youanmi Terrane,20191210
S0017106,Darlek,Darlek,Mine,Openpit,Operating,J04876,North Widgiemooltha Gold / Mincor,121.563033000000004,-31.499659000000001,363532,6514127,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3235,LAKE LEFROY,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20191210
S0017117,Wesco Rd Lot 11/Meteor Stone,Wesco Rd Lot 11 Nowergup / Meteor Stone,Mine,Openpit,Operating,J02386,Wesco Rd - Nowergup (EIL) / Meteor Stone,115.748299000000003,-31.640751000000002,381307,6498703,50,Sdst Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0017129,Pegasus,Pegasus - Kundana East,Mine,Decline,Operating,J01718,Kundana East,121.256851999999995,-30.737971999999999,333123,6598139,51,Au Ag,Precious metal,GOLD,Pegasus,N,,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20191210
S0017132,Wattle Ave West/Urbanstone 1,Wattle Avenue West / Urbanstone 1,Mine,Openpit,Operating,J02034,Wattle Avenue West Nowergup / Adelaide Brighton,115.773700000000005,-31.655711000000000,383735,6497072,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0017159,Kimberley Colourstone 1,Kimberley Colourstone 1,Mine,Openpit,Operating,J01911,Kimberley Sandstone / Meteor Stone,123.032240999999999,-17.471516999999999,503423,8068282,51,Dst Sdst,Construction material,DIMENSION STONE,,N,,,,,Public,3563,FRASER,SE51-07,DERBY,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20191210
S0017491,Kipping Rd,Kipping Road - Esperance,Mine,Openpit,Operating,J02403,Esperance Sand / Ballantyne,121.875533000000004,-33.836931000000000,395957,6255356,51,Sd Lsd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3230,ESPERANCE,SI51-06,ESPERANCE,"ESPERANCE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Recherche Supersuite,20191210
S0018720,Bunbury Lillydale Rd/Hanson,Bunbury Lillydale Rd / Hanson,Mine,Openpit,Operating,J02412,Gelorup / Hanson,115.661226999999997,-33.405906000000002,375509,6302912,50,Agg Bas,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"CAPEL, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20191210
